code,E2001,E2002,E2003,E2004,E2005,E2006,E2007,E2008,E2009,E2010
36UB,28.530029,29.00883,29.449606,29.543778,30.075863,30.540908,31.133607,32.026964,32.571825,32.571825
36UC,38.058029,38.956977,39.849769,40.711311,41.736932,42.884678,43.748726,45.181095,46.410808,46.410808
36UD,69.541632,70.583876,71.567024,72.602746,73.545036,74.62949,76.128918,77.702859,79.352801,79.352801
36UE,18.602837,19.023405,19.544482,19.960751,20.213376,20.633631,21.143693,21.636559,22.05507,22.05507
36UF,27.027325,27.298651,27.643838,28.223751,28.789428,29.166555,29.501602,29.768583,30.569853,30.569853
36UG,59.46403,60.055706,60.774372,61.151465,61.51388,61.817796,62.051033,62.648713,63.42425,63.42425
36UH,29.803031,30.405738,30.801409,31.27045,31.799006,32.479393,33.1838,33.765058,34.575424,34.575424
37UB,45.956793,46.330996,46.505468,47.018105,47.431793,48.013059,48.734545,49.811872,50.568343,50.568343
37UC,45.064353,45.752839,46.632666,47.601991,48.631568,49.461636,50.298866,51.101031,52.219202,52.219202
37UD,45.771856,46.660138,47.014353,47.794578,48.276642,48.775006,49.472653,50.549995,51.153509,51.153509
37UE,49.243218,50.187368,50.763251,51.192226,51.990689,52.675265,53.10239,54.249942,55.178248,55.178248
37UF,41.783751,42.185837,42.566154,43.002897,43.383297,43.769891,44.142555,44.680751,45.178538,45.178538
37UG,47.862904,48.357411,49.23349,50.108501,51.077918,51.994796,52.876988,53.518074,54.564227,54.564227
37UJ,45.186417,45.877396,46.41504,47.220283,47.806108,48.994755,50.13134,51.216429,52.164366,52.164366
38UB,47.26546,48.249883,49.134996,49.903367,50.904562,52.072315,53.296948,54.500981,55.434654,55.434654
38UC,47.18481,47.386374,47.429893,47.011801,47.302543,47.282307,47.299153,47.244967,47.398398,47.398398
38UD,52.192835,52.925934,53.477265,54.223613,55.311185,56.049622,57.223591,58.449961,59.938297,59.938297
38UE,47.22872,48.063286,48.858258,49.627315,50.529316,51.235813,52.19981,53.532779,54.866005,54.866005
38UF,40.653113,41.587403,42.532443,43.878168,44.800059,45.70021,46.978546,48.002493,49.172355,49.172355
40UB,47.983322,48.978289,49.423278,49.944972,50.514859,51.367686,52.492786,53.701755,54.597614,54.597614
40UC,52.962197,53.997174,54.937851,55.501889,56.483495,57.704669,58.646025,59.547371,59.748777,59.748777
40UD,77.900618,78.649582,80.054162,81.709378,83.098363,84.584567,86.188146,87.937102,89.51201,89.51201
40UE,51.705471,52.910721,53.790001,54.720026,55.540756,56.270764,57.356371,58.431423,59.096547,59.096547
40UF,24.147767,24.513383,24.905812,25.194584,25.557525,25.972111,26.357927,26.760545,26.918576,26.918576
41UB,32.333342,33.360068,34.159689,34.985359,35.465336,35.766461,36.311805,37.037448,37.96767,37.96767
41UC,41.748625,42.168875,43.03388,43.696133,44.398139,45.222354,46.284418,47.460387,48.274923,48.274923
41UD,37.375038,38.200176,38.937533,39.998087,41.273304,42.840954,44.056258,45.800252,47.261452,47.261452
41UE,52.949417,53.902316,54.589582,55.109052,55.52599,56.094048,56.899728,57.510477,58.123738,58.123738
41UF,42.992316,44.604457,45.746661,46.993599,48.342418,49.588658,51.039822,52.772747,54.214889,54.214889
41UG,53.197891,53.993886,54.86339,55.908333,56.894557,57.927519,59.085823,60.239863,61.501794,61.501794
41UH,42.46389,43.413601,43.966528,44.47219,45.29123,46.266157,47.330748,48.266995,49.369261,49.369261
41UK,21.969453,22.277033,22.685126,23.322796,24.009582,24.788652,25.591218,26.47138,26.966745,26.966745
42UB,40.240969,41.097179,42.052782,42.888894,43.576403,44.409732,45.227594,46.075935,47.170237,47.170237
42UC,22.031785,22.155399,22.447217,22.672468,23.137003,23.466263,23.97895,24.484577,24.894471,24.894471
42UD,51.619878,51.765022,52.013991,52.153817,52.439657,53.020555,53.135463,53.4366,53.494906,53.494906
42UE,40.295119,40.954747,41.615717,42.426276,43.452968,44.434625,45.742489,47.014884,48.239823,48.239823
42UF,42.360271,43.384302,44.153866,44.90618,45.796448,46.791405,47.848424,48.942325,50.149818,50.149818
42UG,63.197018,64.322709,65.578629,66.87906,68.254825,69.338734,70.999452,72.494536,74.086552,74.086552
42UH,64.129602,64.92072,65.775579,66.736531,67.666623,68.336948,69.446559,70.428772,71.538593,71.538593
43UB,54.268627,54.660733,54.757327,55.275983,55.923544,56.586787,56.870268,57.495282,58.239996,58.239996
43UC,30.41649,30.628129,30.50043,30.636007,30.825592,30.938803,31.565173,32.261198,32.578458,32.578458
43UD,51.860773,52.241357,52.486875,52.713082,53.361475,54.122038,54.87742,55.199208,56.062431,56.062431
43UE,40.392776,40.926023,41.299557,41.777037,42.010311,42.492367,43.141747,44.389279,45.362129,45.362129
43UF,55.477689,55.601612,56.040946,56.24277,56.756013,57.114649,58.21209,58.882181,60.076754,60.076754
43UG,33.239847,33.580477,33.901539,34.300593,34.791498,35.264271,35.839473,36.250895,37.156535,37.156535
43UH,38.836727,39.462777,39.769149,40.375876,41.019198,41.657908,42.549546,43.459983,44.252772,44.252772
43UJ,28.193526,28.58564,29.397095,30.078803,30.780537,31.635692,32.842345,33.617126,34.873108,34.873108
43UK,35.62816,36.208592,36.670741,37.155019,37.706886,38.081361,39.000962,39.850175,40.711065,40.711065
43UL,55.108953,55.497544,55.741019,56.082797,56.385853,56.919303,57.598596,59.150577,60.271274,60.271274
43UM,34.846827,34.848146,35.037152,35.373625,35.858407,36.415655,36.866216,37.512618,38.110777,38.110777
44UB,23.889361,24.512794,24.866356,25.243369,25.778945,26.422715,26.910668,27.52802,28.167978,28.167978
44UC,45.457503,46.394806,47.020315,47.568943,48.135923,48.538797,50.023824,51.035986,52.135008,52.135008
44UD,37.425521,37.941755,38.465796,38.900757,39.375098,39.947194,41.125026,42.091541,42.554621,42.554621
44UE,52.594711,53.780998,55.028588,56.269008,57.321859,58.967362,60.19345,61.870651,63.202075,63.202075
44UF,54.878963,55.801063,56.151979,56.725064,57.408966,58.454978,59.472085,60.406469,61.168683,61.168683
45UB,34.255443,34.418997,34.257645,34.441241,34.434951,34.700372,34.802335,34.826317,35.243847,35.243847
45UC,97.657705,98.365011,99.243683,100.395521,100.99742,101.574057,102.490689,103.858532,104.705599,104.705599
45UD,64.25401,64.432486,65.364728,66.133619,66.808953,67.686608,68.321798,69.253899,70.099729,70.099729
45UE,38.307286,39.131037,39.508571,39.974096,40.385814,40.787235,41.413269,42.157445,42.695356,42.695356
45UF,54.704745,55.252796,56.014723,57.31927,58.67515,60.232808,61.502045,63.007963,64.33038,64.33038
45UG,56.055784,56.122693,56.695168,57.478753,58.520903,60.013413,60.950667,62.046456,62.797237,62.797237
45UH,62.36413,62.028665,61.63743,60.871207,60.472926,60.246584,60.033593,59.593,59.366695,59.366695
47UB,39.378144,40.007129,41.025181,42.132153,42.88912,43.812604,45.098015,46.214768,47.382465,47.382465
47UC,39.966469,40.605954,41.116732,41.478566,42.246701,42.769628,43.546703,44.500494,45.512822,45.512822
47UD,25.869657,26.440029,26.803012,27.341613,27.550769,28.089676,28.500524,28.943871,29.398466,29.398466
47UE,35.239348,35.329791,35.639958,35.690733,35.983535,36.327493,36.792854,37.047273,37.552313,37.552313
47UF,51.797541,53.06656,54.306209,55.273639,56.693778,57.833024,59.349954,60.416889,61.663217,61.663217
47UG,42.188651,42.788311,43.760317,44.420225,45.109774,46.040287,46.874617,48.021629,49.370372,49.370372
